time_total
0.676066
0.621271
0.538058
0.551054
0.549442
0.560073
0.549397
0.587911
0.697818
0.619492
0.595487
0.639062
0.621352
0.591909
0.623112
0.625170
0.622948
0.632409
0.596816
0.624840
0.743351
0.616051
0.616203
0.610475
0.620122
0.617352
0.640364
0.656563
0.611456
0.628109
0.601190
0.628686
0.619843
0.624402
0.614557
0.618419
0.963130
0.623719
0.608774
0.655965
0.614869
0.602697
0.648663
0.609005
0.629374
0.602874
0.605101
0.649660
0.597061
0.631373
0.608497
0.622152
0.619491
0.905194
0.600083
0.614340
0.981914
0.652460
0.656208
0.654058
0.649405
0.656017
0.645387
0.646673
1.093210
0.639366
0.653738
0.647018
0.663067
0.761381
0.653274
0.647832
0.656654
0.653508
0.653207
0.783615
0.653428
0.658797
0.653856
0.636269
0.665773
0.665405
1.375639
0.648998
0.668316
0.659935
0.650443
0.640277
0.659320
0.643341
0.638567
0.655562
0.648247
0.661617
0.706303
0.659429
0.655425
0.671560
0.648122
0.645064
0.644559
0.644354
0.668060
0.675021
0.985745
0.653340
0.631986
0.741396
0.644147
0.680977
0.669883
0.668701
0.646507
0.660696
0.649018
0.635237
0.850018
0.658639
0.633935
0.631607
0.658620
0.644787
0.647858
0.640544
0.645019
0.675925
0.667997
0.655925
0.650351
0.652562
0.666548
0.646857
0.652037
0.662973
0.965596
0.670601
0.667492
0.662623
0.668144
0.655819
0.676135
0.671850
0.672573
0.667332
0.654066
0.892686
0.659567
0.658904
1.075011
0.652806
0.685466
0.663245
0.669850
0.678797
0.654136
0.689801
0.681988
0.660289
0.650994
0.934907
0.655321
0.658527
0.664555
0.662052
0.732506
0.676605
0.667435
0.809126
0.648572
0.674506
0.670052
0.661763
0.680649
0.662212
0.665624
0.662507
0.655649
0.655791
0.681416
0.848337
0.663944
0.671884
0.925039
0.633559
0.663498
0.632344
0.626232
0.685840
1.107098
0.641514
0.646857
0.769013
0.643165
0.638282
0.639161
0.632918
0.771611
0.698691
0.617508
0.634324
0.610522
0.607827
0.650742
0.670012
0.603764
0.615433
0.611076
0.689090
0.627239
0.624894
0.614621
0.619969
0.923676
0.665188
0.671265
0.823627
0.635367
0.653354
0.675635
0.666412
0.939671
0.646290
0.685250
0.694621
0.639862
0.651526
0.646998
0.731073
0.645060
0.652912
1.150824
0.645109
0.661726
0.857416
0.658265
0.682391
0.647438
0.695285
0.660756
0.635641
0.666946
0.642174
0.649516
0.656140
0.648657
0.664644
0.653156
0.650297
0.650357
0.661437
0.645625
0.650567
0.641661
0.652974
0.674117
0.662635
0.673928
0.653562
0.646015
0.740755
0.661840
0.644476
0.661422
0.639037
0.688277
0.653520
0.659588
0.647103
0.992578
0.653235
0.641227
0.648902
0.654773
0.645461
0.646607
0.658253
0.686236
0.649293
0.630195
0.668645
0.650830
0.650052
0.658951
0.662504
0.647835
0.650506
1.219994
0.671956
0.683596
0.670825
0.667255
0.653700
1.028399
0.685379
0.664658
0.652346
0.719482
0.661329
0.998974
0.620707
0.614365
0.666418
0.623762
0.615071
0.884949
0.631842
0.636751
0.642901
0.670586
0.634669
0.747692
0.683980
0.638921
0.641089
0.672859
0.753051
0.636220
0.628200
0.654219
0.663114
0.630927
0.708127
0.636684
0.693325
0.646944
0.666962
0.660956
0.646126
0.632745
0.657018
0.650668
0.650010
0.641945
0.644025
0.672041
0.636625
0.657765
0.627902
0.631312
0.633971
0.622359
0.630719
0.647522
0.644332
0.652145
0.630704
0.652372
0.632708
0.666260
0.645064
0.635185
0.725601
0.882975
