timestamp,time_total
1788977728.524,0.433214
1788977729.988,0.449927
1788977731.464,0.282475
1788977732.782,0.284404
1788977734.092,0.282781
1788977735.403,0.281222
1788977736.719,0.276460
1788977738.025,0.280086
1788977739.339,0.276106
1788977740.646,0.459589
1788977742.143,0.487682
1788977743.662,0.464906
1788977745.159,0.429541
1788977746.619,0.455698
1788977748.108,0.473089
1788977749.610,0.381451
1788977751.020,0.446387
1788977752.496,0.274548
1788977753.804,0.276263
1788977755.109,0.275521
1788977756.414,0.283783
1788977757.722,0.278265
1788977759.036,0.276535
1788977760.346,0.283445
1788977761.665,0.281812
1788977762.975,0.279855
1788977764.290,0.284660
1788977765.600,0.282886
1788977766.916,0.277544
1788977768.221,0.276089
1788977769.532,0.275364
1788977770.842,0.284851
1788977772.160,0.279363
1788977773.466,0.282969
1788977774.783,0.274791
1788977776.093,0.282521
1788977777.411,0.283429
1788977778.729,0.282433
1788977780.046,0.274464
1788977781.355,0.283430
1788977782.665,0.272231
1788977783.963,0.275405
1788977785.273,0.284988
1788977786.591,0.292372
1788977787.909,0.282396
1788977789.226,0.281403
1788977790.536,0.277055
1788977791.846,0.282282
1788977793.157,0.282929
1788977794.475,0.283117
1788977795.793,0.291694
1788977797.118,0.276161
1788977798.428,0.277993
1788977799.732,0.282453
1788977801.043,0.278719
1788977802.354,0.283805
1788977803.673,0.278679
1788977804.987,0.289513
1788977806.305,0.292709
1788977807.631,0.282238
1788977808.948,0.289474
1788977810.266,0.282259
1788977811.577,0.121962
1788977812.717,0.114952
1788977813.850,0.118041
1788977814.986,0.119349
1788977816.123,0.121931
1788977817.261,0.119650
1788977818.407,0.115617
1788977819.541,0.117751
1788977820.673,0.113807
1788977821.807,0.110203
1788977822.942,0.116635
1788977824.082,0.121537
1788977825.219,0.123390
1788977826.367,0.122804
1788977827.506,0.120994
1788977828.652,0.122971
1788977829.798,0.123696
1788977830.940,0.121384
1788977832.085,0.122195
1788977833.224,0.110261
1788977834.358,0.120278
1788977835.506,0.115317
1788977836.645,0.119022
1788977837.789,0.120535
1788977838.925,0.120426
1788977840.070,0.124270
1788977841.217,0.115097
1788977842.357,0.116253
1788977843.500,0.125592
1788977844.650,0.122789
1788977845.798,0.121326
1788977846.944,0.116304
1788977848.077,0.123407
1788977849.227,0.121582
1788977850.367,0.119185
1788977851.503,0.117196
1788977852.641,0.115645
1788977853.782,0.123226
1788977854.923,0.122745
1788977856.071,0.114291
1788977857.210,0.120437
1788977858.355,0.122813
1788977859.504,0.122755
1788977860.644,0.119242
1788977861.790,0.116557
1788977862.921,0.125175
1788977864.072,0.118524
1788977865.215,0.118966
1788977866.359,0.125320
1788977867.508,0.123966
1788977868.650,0.125861
1788977869.800,0.123923
1788977870.947,0.127506
1788977872.096,0.121743
1788977873.235,0.127229
1788977874.386,0.115871
1788977875.519,0.121798
1788977876.659,0.121631
1788977877.798,0.127746
1788977878.951,0.118725
1788977880.086,0.126311
1788977881.229,0.124241
1788977882.379,0.119222
1788977883.517,0.123662
1788977884.666,0.120662
1788977885.804,0.125531
1788977886.947,0.117370
1788977888.081,0.120009
1788977889.215,0.120520
1788977890.354,0.122789
1788977891.495,0.116043
1788977892.629,0.119145
1788977893.773,0.120588
1788977894.910,0.117924
1788977896.052,0.119725
1788977897.190,0.121723
1788977898.337,0.117249
1788977899.480,0.120978
1788977900.624,0.117449
1788977901.758,0.119626
1788977902.895,0.118537
1788977904.039,0.118496
1788977905.173,0.119833
1788977906.317,0.118953
1788977907.462,0.121685
1788977908.609,0.123954
1788977909.760,0.116168
1788977910.894,0.129364
1788977912.049,0.116800
1788977913.191,0.123242
1788977914.339,0.123893
1788977915.489,0.115084
1788977916.621,0.115521
1788977917.753,0.113228
1788977918.889,0.120243
1788977920.035,0.121327
1788977921.174,0.127495
1788977922.328,0.126732
1788977923.472,0.121638
1788977924.611,0.119162
1788977925.749,0.124926
1788977926.892,0.117563
1788977928.028,0.119893
1788977929.172,0.123179
1788977930.320,0.115642
1788977931.454,0.123955
1788977932.593,0.123217
1788977933.740,0.124798
1788977934.891,0.122027
1788977936.032,0.117265
1788977937.168,0.120168
1788977938.306,0.117612
1788977939.448,0.119402
1788977940.584,0.118171
1788977941.725,0.126253
1788977942.876,0.118761
1788977944.008,0.124920
1788977945.158,0.120208
1788977946.297,0.123246
1788977947.446,0.116865
1788977948.582,0.122345
1788977949.719,0.124071
1788977950.862,0.118589
1788977952.005,0.125775
1788977953.154,0.120208
1788977954.298,0.115494
1788977955.431,0.114833
1788977956.571,0.118268
1788977957.714,0.123069
1788977958.862,0.115772
1788977960.003,0.116452
1788977961.143,0.121634
1788977962.282,0.124789
1788977963.423,0.122781
1788977964.560,0.118845
1788977965.704,0.121761
1788977966.841,0.127190
1788977967.994,0.124206
1788977969.134,0.121637
1788977970.274,0.125074
1788977971.424,0.119088
1788977972.562,0.133248
1788977973.719,0.124181
1788977974.860,0.125376
1788977976.008,0.119723
1788977977.147,0.123265
1788977978.292,0.119642
1788977979.427,0.121631
1788977980.574,0.119143
1788977981.712,0.119840
1788977982.850,0.116948
1788977983.986,0.123062
1788977985.134,0.115649
1788977986.265,0.125349
1788977987.416,0.122783
1788977988.554,0.127069
1788977989.701,0.119769
1788977990.839,0.124973
1788977991.989,0.119052
1788977993.124,0.126987
1788977994.271,0.119596
1788977995.407,0.117924
1788977996.546,0.124600
1788977997.689,0.122400
1788977998.828,0.123062
1788977999.976,0.126032
1788978001.120,0.120692
1788978002.259,0.117930
1788978003.402,0.124353
1788978004.543,0.125498
1788978005.685,0.120675
1788978006.824,0.121322
1788978007.961,0.130586
1788978009.110,0.124587
1788978010.257,0.116619
1788978011.391,0.120160
1788978012.529,0.116481
1788978013.664,0.123491
1788978014.811,0.116996
1788978015.954,0.122976
1788978017.091,0.119830
1788978018.229,0.114932
1788978019.361,0.118829
1788978020.503,0.120851
1788978021.640,0.125200
1788978022.784,0.129895
1788978023.931,0.125121
1788978025.074,0.121719
1788978026.220,0.118282
1788978027.364,0.123918
1788978028.510,0.121832
1788978029.642,0.116126
1788978030.772,0.118340
1788978031.906,0.118651
1788978033.047,0.118648
1788978034.177,0.118434
1788978035.307,0.121451
1788978036.439,0.119131
1788978037.568,0.119034
1788978038.700,0.121068
1788978039.839,0.128756
1788978040.993,0.120108
1788978042.130,0.119332
1788978043.269,0.121367
1788978044.409,0.123657
1788978045.551,0.126143
1788978046.702,0.128469
1788978047.856,0.134126
1788978049.014,0.118919
