timestamp,time_total
1789340296.326,0.497402
1789340297.841,0.488668
1789340299.350,0.664203
1789340301.047,0.506437
1789340302.566,0.546358
1789340304.145,0.670817
1789340305.845,0.550530
1789340307.428,0.430669
1789340308.889,0.495715
1789340310.399,0.472897
1789340311.884,0.660866
1789340313.578,0.519987
1789340315.112,0.476146
1789340316.619,0.679053
1789340318.333,0.641968
1789340320.003,0.427540
1789340321.447,0.432353
1789340322.910,0.464448
1789340324.411,0.500265
1789340325.929,0.496875
1789340327.459,0.469865
1789340328.956,0.519571
1789340330.488,0.478683
1789340331.989,0.498426
1789340333.512,0.641047
1789340335.173,0.515722
1789340336.703,0.508499
1789340338.243,0.425878
1789340339.696,0.470193
1789340341.191,0.510262
1789340342.733,0.513102
1789340344.263,0.681529
1789340345.978,0.569374
1789340347.562,0.471891
1789340349.069,0.463185
1789340350.566,0.512742
1789340352.098,0.516590
1789340353.637,0.429453
1789340355.097,0.448792
1789340356.573,0.482678
1789340358.078,0.481619
1789340359.584,0.425575
1789340361.037,0.481322
1789340362.553,0.516745
1789340364.081,0.498121
1789340365.608,0.424520
1789340367.055,0.507283
1789340368.586,0.488489
1789340370.088,0.504807
1789340371.618,0.422326
1789340373.070,0.516598
1789340374.612,0.564203
1789340376.206,0.455172
1789340377.689,0.459449
1789340379.174,0.516554
1789340380.706,0.487483
1789340382.217,0.454022
1789340383.696,0.705021
1789340385.427,0.515769
1789340386.962,0.525234
1789340388.517,0.488660
1789340390.041,0.511913
1789340391.571,0.509867
1789340393.113,0.475447
1789340394.618,0.520160
1789340396.165,0.473705
1789340397.660,0.703537
1789340399.391,0.513331
1789340400.922,0.528976
1789340402.484,0.462296
1789340403.968,0.511933
1789340405.508,0.535012
1789340407.055,0.435207
1789340408.520,0.448485
1789340410.001,0.485195
1789340411.512,0.461349
1789340413.006,0.316096
1789340414.339,0.333555
1789340415.689,0.317584
1789340417.024,0.330933
1789340418.372,0.352308
1789340419.744,0.361001
1789340421.122,0.365345
1789340422.506,0.355388
1789340423.881,0.361734
1789340425.260,0.363236
1789340426.642,0.360784
1789340428.018,0.356929
1789340429.394,0.356223
1789340430.770,0.364653
1789340432.154,0.351501
1789340433.522,0.364382
1789340434.905,0.365242
1789340436.288,0.428232
1789340437.734,0.364386
1789340439.114,0.363421
1789340440.495,0.368717
1789340441.879,0.355006
1789340443.252,0.356041
1789340444.626,0.358572
1789340446.004,0.356225
1789340447.379,0.356748
1789340448.755,0.390923
1789340450.165,0.404261
1789340451.588,0.413751
1789340453.021,0.402220
1789340454.444,0.400460
1789340455.866,0.414990
1789340457.299,0.401084
1789340458.725,0.398579
1789340460.143,0.407323
1789340461.574,0.395487
1789340462.994,0.419467
1789340464.435,0.398275
1789340465.853,0.409169
1789340467.282,0.417967
1789340468.720,0.398798
1789340470.137,0.404092
1789340471.565,0.399371
1789340472.983,0.395279
1789340474.396,0.397107
1789340475.809,0.479870
1789340477.312,0.392766
1789340478.724,0.401077
1789340480.149,0.394601
1789340481.569,0.393306
1789340482.981,0.401343
1789340484.401,0.395787
1789340485.815,0.400805
1789340487.232,0.400327
1789340488.654,0.405067
1789340490.079,0.491502
1789340491.588,0.420033
1789340493.028,0.403005
1789340494.450,0.422466
1789340495.892,0.414743
1789340497.325,0.406172
1789340498.751,0.423654
1789340500.197,0.436033
1789340501.651,0.427606
1789340503.099,0.406157
1789340504.523,0.420210
1789340505.959,0.421599
1789340507.401,0.407830
1789340508.826,0.405199
1789340510.251,0.401972
1789340511.673,0.399765
1789340513.090,0.519754
1789340514.630,0.417401
1789340516.065,0.423415
1789340517.508,0.399050
1789340518.926,0.412306
1789340520.359,0.412732
1789340521.791,0.414615
1789340523.223,0.588671
1789340524.828,0.403961
1789340526.251,0.398182
1789340527.673,0.424134
1789340529.115,0.408543
1789340530.544,0.405928
1789340531.970,0.409640
1789340533.402,0.420213
1789340534.842,0.460161
1789340536.331,0.454550
1789340537.808,0.459184
1789340539.293,0.459324
1789340540.773,0.469726
1789340542.264,0.496957
1789340543.787,0.474353
1789340545.283,0.477747
1789340546.780,0.455757
1789340548.262,0.465223
1789340549.754,0.479325
1789340551.258,0.461698
1789340552.741,0.442431
1789340554.209,0.542821
1789340555.786,0.463590
1789340557.270,0.466844
1789340558.761,0.457924
1789340560.244,0.464646
1789340561.731,0.461878
1789340563.215,0.458299
1789340564.700,0.478121
1789340566.198,0.455263
1789340567.683,0.450904
1789340569.161,0.448804
1789340570.633,0.462925
1789340572.117,0.476930
1789340573.618,0.461922
1789340575.107,0.476834
1789340576.603,0.457605
1789340578.084,0.453342
1789340579.559,0.459754
1789340581.040,0.459575
1789340582.522,0.475005
1789340584.022,0.460660
1789340585.501,0.455803
1789340586.977,0.476564
1789340588.473,0.473181
1789340589.967,0.455833
1789340591.452,0.469046
1789340592.946,0.449392
1789340594.422,0.459278
1789340595.902,0.458534
1789340597.382,0.452899
1789340598.862,0.476864
1789340600.357,0.460081
1789340601.838,0.480964
1789340603.343,0.470220
1789340604.836,0.460177
1789340606.323,0.467070
1789340607.811,0.467930
1789340609.306,0.457231
1789340610.789,0.471373
1789340612.287,0.456646
1789340613.763,0.452353
1789340615.246,0.462081
1789340616.735,0.463681
1789340618.219,0.455563
1789340619.699,0.456272
1789340621.177,0.456290
1789340622.655,0.455827
1789340624.138,0.815094
1789340625.982,0.551741
1789340627.565,0.154181
1789340628.727,0.159372
1789340629.896,0.000054
